### task_name: laser
### 3 0
### input_signal_factor [0.1, 4.1]
### weight_factor [0.1, 1.1]
function_name,seed,unit_size,p,input_singal_factor,bias_factor,weight_factor,lm,train_nmse,nmse,test_nmse
sinc,0,100,0.0000,1.3000,0.5000,0.9000,0.0000,0.23562349,0.21728104,0.25748232
sinc,0,100,0.1000,3.7000,2.0000,0.4000,1.0000,0.05661787,0.05246912,0.10154224
sinc,0,100,0.2000,0.5000,0.0000,0.9000,7.0000,0.05652216,0.05144325,0.13463623
sinc,0,100,0.3000,0.9000,0.0000,0.8000,7.0000,0.05811235,0.05164328,0.09895186
sinc,0,100,0.4000,0.1000,1.5000,1.1000,4.0000,0.05551305,0.04637134,0.10290189
sinc,0,100,0.5000,1.3000,2.0000,0.7000,0.0000,0.05803513,0.05220868,0.08310640
sinc,0,100,0.6000,1.3000,2.5000,0.3000,0.0000,0.05824686,0.05244479,0.10297033
sinc,0,100,0.7000,0.1000,0.0000,0.9000,0.0000,0.05446894,0.04997152,0.10831117
sinc,0,100,0.8000,0.5000,2.0000,0.4000,0.0000,0.05813076,0.05408841,0.10714141
sinc,0,100,0.9000,0.1000,2.0000,1.0000,3.0000,0.05893887,0.05493247,0.13946585
sinc,0,100,1.0000,0.5000,0.0000,0.7000,6.0000,0.05660974,0.05232806,0.09568224
sinc,1,100,0.0000,2.5000,0.5000,0.9000,1.0000,0.23540550,0.21690781,0.25674393
sinc,1,100,0.1000,2.9000,2.0000,0.4000,0.0000,0.05156499,0.05157971,0.11605085
sinc,1,100,0.2000,1.7000,1.0000,0.7000,6.0000,0.05687487,0.05392689,0.10305183
sinc,1,100,0.3000,2.9000,2.5000,0.7000,0.0000,0.05604703,0.05221313,0.11222780
sinc,1,100,0.4000,1.3000,2.0000,0.8000,7.0000,0.05296818,0.05360170,0.10268340
sinc,1,100,0.5000,0.9000,1.5000,0.9000,8.0000,0.05017627,0.05129799,0.09950960
